专业, 专业大类, 有该专业的学校数量, 物理, 化学, 生物, 历史, 地理, 政治, 技术, 没有学科要求的学校数量
临床医学(儿科学方向),临床医学(儿科学方向),1,1,1,0,0,0,0,0,0
舞蹈学,舞蹈学,43,0,0,1,1,1,0,0,42
市场营销(网络营销方向),电子商务类,1,0,0,0,0,0,0,0,1
旅游英语,旅游英语,16,0,0,0,1,1,0,0,15
电气工程及其自动化(中德合作),电气类(中外合作办学),1,1,0,0,0,0,0,0,0
密码学,密码学,1,1,0,0,0,0,0,0,0
水利科学与工程,土木类,1,1,0,0,0,0,0,0,0
园林(国家卓越农林人才计划),园林(国家卓越农林人才计划),1,1,1,1,0,0,0,0,0
保险学,保险学,62,10,4,1,2,1,3,0,52
机械工程(含实验班),工科试验班类(机械、航空与动力),1,1,0,0,0,0,0,0,0
供用电技术,供用电技术,12,2,1,0,0,0,0,0,10
中医学(实验班),中医学(实验班),1,1,1,1,0,0,0,0,0
检察事务,检察事务,1,0,0,0,0,0,0,0,1
大气科学(大气与海洋),物理学类,1,1,0,0,0,0,0,0,0
飞机部件修理,飞机部件修理,2,0,0,0,0,0,0,0,2
临床医学(八年),临床医学(八年),1,1,1,0,0,0,0,0,0
作曲与作曲技术理论,作曲与作曲技术理论,18,0,0,0,0,0,0,0,18
公共事业管理,公共管理类,135,3,2,3,6,3,7,0,124
音乐学(艺管方向),音乐学(艺管方向),1,0,0,0,0,0,0,0,1
环境工程(含全球环境国际班),工科试验班(环境、化工与新材料类),1,0,1,0,0,0,0,0,0
会展策划与管理(中澳合作),会展类(中外合作办学),2,0,0,0,0,0,0,0,2
建筑工程技术(BIM技术),建筑工程技术(BIM技术),1,1,1,0,0,0,0,1,0
会展经济与管理(中英合作),旅游管理类(中外合作办学),1,0,0,0,0,0,0,0,1
广告设计与制作(广告与策划),广告设计与制作(广告与策划),1,0,0,0,0,0,0,0,1
轮机工程(陆上专业),轮机工程(陆上专业),1,1,1,0,0,0,0,1,0
法律学院,法律学院,1,0,0,0,0,0,0,0,1
环境评价与咨询服务,环境评价与咨询服务,2,0,0,0,0,0,0,0,2
英语(翻译),英语(翻译),1,0,0,1,1,1,0,0,0
土木工程(建筑工程、道路与桥梁工程、岩土与城市地下),土木工程(建筑工程、道路与桥梁工程、岩土与城市地下),1,1,0,0,0,0,0,0,0
海洋化工技术,海洋化工技术,2,1,1,0,0,0,0,0,1
应用生物科学,植物生产类,4,4,4,3,0,0,0,0,0
汉语言文学(公费师范生),汉语言文学(公费师范生),1,0,0,0,1,0,1,0,0
计算机应用技术(移动互联网),计算机应用技术(移动互联网),1,0,0,0,0,0,0,0,1
中国画(传统艺术修复与鉴赏),美术学类,1,0,0,0,0,0,0,0,1
海洋工程技术,海洋工程技术,1,0,0,0,0,0,0,0,1
广播电视编导(摄像方向),戏剧与影视学类,1,0,0,0,0,0,0,0,1
工程测量技术,工程测量技术,24,3,1,0,0,2,0,2,20
警犬技术,警犬技术,1,0,0,0,0,0,1,0,0
涉外警务,涉外警务,3,0,0,0,0,0,3,0,0
制药工程(“2011计划”创新实验班),药学类(“2011计划”创新实验区),1,1,1,1,0,0,0,0,0
海关管理,公共管理类,2,0,0,0,0,0,0,0,2
音乐表演(演唱),音乐表演(演唱),1,0,0,0,0,0,0,0,1
中医骨伤,中医骨伤,3,1,1,1,1,1,0,0,1
服装与服饰设计(染织设计),设计学类,1,0,0,0,0,0,0,0,1
产品设计(交互设计),产品设计(交互设计),1,0,0,0,0,0,0,0,1
市场营销(旅游营销与策划方向),市场营销(旅游营销与策划方向),1,1,0,0,1,0,0,1,0
国际商务(3+1+1本硕联合培养),国际商务(3+1+1本硕联合培养),1,0,0,0,0,0,0,0,1
历史学,历史学,57,0,0,0,52,43,0,2,5
英语(中美合作),外国语言文学类(中外合作办学),1,0,0,0,0,0,0,0,1
石油工程技术,石油工程技术,1,0,0,0,0,0,0,0,1
土木工程(城市地下工程方向),土木工程(城市地下工程方向),1,1,0,0,0,0,0,0,0
临床医学(本硕博贯通培养),临床医学(本硕博贯通培养),1,0,1,1,0,0,0,0,0
应用英语(学前英语),应用英语(学前英语),1,0,0,0,0,0,0,0,1
水电站机电设备与自动化,水电站机电设备与自动化,1,0,0,0,0,0,0,0,1
食品加工技术(设计与工艺),食品加工技术(设计与工艺),1,0,1,1,0,0,0,1,0
建筑学(含城乡规划专业),建筑学(含城乡规划专业),1,1,0,0,1,1,0,0,0
美术学(美术史论),美术学类,1,0,0,0,0,0,0,0,1
软件工程(计算机应用软件开发、嵌入式系统开发方向),软件工程(计算机应用软件开发、嵌入式系统开发方向),1,1,0,0,0,0,0,0,0
播音与主持艺术(新闻节目主持、文艺节目主持、口语传播),播音与主持艺术(新闻节目主持、文艺节目主持、口语传播),1,0,0,0,0,0,0,0,1
法学(涉外商事法律),法学类,1,0,0,0,0,0,0,0,1
